HPO_ICD10_ID	HPO_IDs	HPO_Strings	HPO_Syns	ICD10
HPO_ICD:281	HP:0005600;HP:0000995;HP:0003764	Congenital giant melanocytic nevus; Melanocytic nevus; Nevus	Pigmented nevi; Melanocytic nevi; Mole; Noncancerous mole; Beauty mark; Pigmented naevi; Nevi; Naevi; Naevus; Giant pigmented nevus; Melanocytic naevus; Giant pigmented hairy nevus; Nevocellular nevi; Giant pigmented mole	D229
HPO_ICD:282	HP:0000999	Pyoderma	Pus-filled lesion	L080
HPO_ICD:283	HP:0001004	Lymphedema	Lymphoedema; Lymphatic obstruction; Swelling caused by excess lymph fluid under skin; Onset of lymphedema around puberty	I890
HPO_ICD:284	HP:0000998;HP:0001007	Hypertrichosis; Hirsutism	Excessive hair growth; Excessive hairiness; Increased hair growth on body	L683;L688;L682;L689;L680;L681
HPO_ICD:285	HP:0001010	Hypopigmentation of the skin	Patchy lightened skin; Hypopigmentation; Skin hypopigmentation; Hypopigmented skin	L815
HPO_ICD:286	HP:0012031;HP:0001012;HP:0012032	Multiple lipomas; Lipomatous tumor; Lipoma	Multiple fatty lumps; Lipomatosis; Lipomas; Noncancerous fatty lump; Fatty lump	D179
HPO_ICD:287	HP:0007381;HP:0001019	Erythroderma; Congenital exfoliative erythroderma	Exfoliative dermititis; Generalized erythrodermia; Generalized erythroderma; Red scaly skin caused by inflammatory skin disease	L440;L308;L539;L26
HPO_ICD:288	HP:0001025	Urticaria	Hives	L509
HPO_ICD:289	HP:0005306;HP:0001048;HP:0007486;HP:0001028	Capillary hemangioma; Hemangioma; Cavernous hemangioma; Cavernous hemangioma of the face	Strawberry mark; Hemangiomata; Cavernous angioma; Capillary hemangioma; Cavernous haemangioma; Strawberry birthmark; Collection of dilated blood vessels that forms mass	D1800
HPO_ICD:290	HP:0001029	Poikiloderma		L816
HPO_ICD:291	HP:0001036	Parakeratosis		L218
HPO_ICD:292	HP:0001041	Facial erythema	Red face; Ruddy face; Red in the face; Blushed cheeks; Rosacea; Blushing	R232;L710;L719;L718;L711
HPO_ICD:293	HP:0001045;HP:0005602	Vitiligo; Progressive vitiligo	Blotchy loss of skin color	L80
HPO_ICD:294	HP:0001047;HP:0007573	Atopic dermatitis; Late onset atopic dermatitis	Atopic dermatitis, chronic; Late onset baby eczema; Baby eczema; Dermatitis, Atopic	L2081;L209
HPO_ICD:295	HP:0001051;HP:0007569	Generalized seborrheic dermatitis; Seborrheic dermatitis	Seborrhea; Dysseborrheic dermatitis; Generalized seborrheic eczema; Seborrheic eczema	L219
HPO_ICD:296	HP:0001055	Erysipelas	St. Anthony's Fire	A46
HPO_ICD:297	HP:0001057	Aplasia cutis congenita	Cutis aplasia; Congenital scars; Absence of part of skin at birth; Congenital absence of skin	Q848
HPO_ICD:298	HP:0001059	Pterygium	Pterygia; Surfer's eye	H11009
HPO_ICD:299	HP:0001061	Acne	Breaking out; Acne	L709
HPO_ICD:300	HP:0001065	Striae distensae	Striae; Stretch marks; Striae cutis distensae; Striae atrophicae; Purplish striae	L902;L906;L901
HPO_ICD:301	HP:0001075	Atrophic scars	Sunken or indented skin due to damage; Thin, atrophic scars	L905
HPO_ICD:302	HP:0001080	Biliary tract abnormality	Biliary tract disease	K839
HPO_ICD:303	HP:0001081	Cholelithiasis	Gallstones	K8020
HPO_ICD:304	HP:0001082	Cholecystitis	Gallbladder inflammation	K819
HPO_ICD:305	HP:0012019;HP:0001083	Lens luxation; Ectopia lentis	Lens dislocation; Dislocated lenses; Dislocated lens; Abnormality of lens position	Q121;H2710
HPO_ICD:306	HP:0001084	Corneal arcus	Arcus juvenilis; Anterior embryotoxon; Arcus senilis; Gerontoxon; Corneal annulus; Arcus lipoidis	H18419
HPO_ICD:307	HP:0001085	Papilledema		H4603;H4710;H4600;H4601;H4602
HPO_ICD:308	HP:0001089	Iris atrophy	Iris degeneration	H21269
HPO_ICD:309	HP:0000522;HP:0001092	Absent lacrimal punctum; Alacrima	Agenesis of the lacrimal punctum; Lacrimal puncta aplasia; Absent lacrimal fluids; Lacrimal punctum, absence; Aplasia of lacrimal puncta; Absent lacrimal openings; Absent lacrimal puncta; Absence of tears in the eyes; Absent lacrimal gland puncta; Absent tear secretion	Q104;Q106
HPO_ICD:310	HP:0001095	Hypertensive retinopathy		H35039;H35032;H35033;H35031
HPO_ICD:311	HP:0001096	Keratoconjunctivitis		H16201;H16209;H16203;H16202
HPO_ICD:312	HP:0001097	Keratoconjunctivitis sicca	Keratitis sicca; Dry eyes; Xerophthalmia; Dry eye syndrome	H04129;H04121;E507;H04123;H04122
HPO_ICD:313	HP:0001100;HP:0007676;HP:0200064;HP:0011500	Hypoplasia of the iris; Polycoria; Heterochromia iridis; Asymmetry of iris pigmentation	Heterochromia irides; Multiple pupils; Underdeveloped iris; Hypoplastic iris; Iris hypoplasia; Different colored eyes	Q132
HPO_ICD:314	HP:0030825;HP:0007703;HP:0001103;HP:0007894;HP:0000546;HP:0011532;HP:0008052;HP:0000488;HP:0000479;HP:0001105	Abnormal retinal morphology; Retinal fold; Subretinal exudate; Absent foveal reflex; Retinal degeneration; Hypopigmentation of the fundus; Abnormality of retinal pigmentation; Retinal atrophy; Retinopathy; Abnormal macular morphology	Retinal disease; Abnormality of retinal pigment epithelium; Retinal pigmentary anomaly; Abnormal retinal pigmentation; Abnormality of the macula; Retina degeneration; Foveal reflex absent; Anomaly of the retina; Macula abnormality; Abnormality of the retina; Loss of foveal reflex; Macular abnormality; Abnormal retina; Abnormality of RPE; Abnormality of the retinal pigment epithelium; Noninflammatory retina disease; Retinal folds; Retina issue; Decreased fundus pigmentation; Fundus hypopigmentation	H359;H3589
HPO_ICD:315	HP:0001112	Leber optic atrophy	Leber optic degeneration; Leber optic atrophy features	H4722
HPO_ICD:316	HP:0001114	Xanthelasma	Fatty deposits on eyelids; Fatty deposits in skin around the eyes; Xanthelasma of periocular region; Xanthoma of eyelid; Xanthelasma palpebrarum; Xanthoma of periocular region; Xanthoma; Xanthelasma of eyelid	H0261;H0263;H0266;H0265;H0262;H0260;H0264
HPO_ICD:317	HP:0001493;HP:0001116;HP:0007649	Falciform retinal fold; Congenital hypertrophy of retinal pigment epithelium; Macular coloboma	Congenital retinal fold	Q141
HPO_ICD:318	HP:0001118	Juvenile cataract		H26009
HPO_ICD:319	HP:0007854;HP:0001123	Visual field defect; Glaucomatous visual field defect	Visual field defects; Partial loss of field of vision	H5340
HPO_ICD:320	HP:0001131	Corneal dystrophy		H1850
HPO_ICD:321	HP:0001132	Lens subluxation	Partially dislocated lens	H27111;H27119;H2710;H27112;H27113
HPO_ICD:322	HP:0001133	Constriction of peripheral visual field	Concentric narrowing of visual field; Constricted visual fields; Constricted visual field; Limited peripheral vision; Visual field constriction	H53489
HPO_ICD:323	HP:0001137	Alternating esotropia	Alternating cross eyes	H5005
HPO_ICD:324	HP:0001138;HP:0007634	Optic neuropathy; Nonarteritic anterior ischemic optic neuropathy	Damaged optic nerve	H462
HPO_ICD:325	HP:0001139	Choroideremia		H3121
HPO_ICD:326	HP:0001140	Limbal dermoid	Benign eye tumor; Epibulbar dermoids; Epibulbar dermoid	D3190;D3191;D3192
HPO_ICD:327	HP:0011501;HP:0001142;HP:0012376;HP:0011502	Microphakia; Lenticonus; Anterior lenticonus; Posterior lenticonus	Small lens	Q128
HPO_ICD:328	HP:0001144;HP:0030668	Orbital cyst; Periorbital dermoid cyst	Orbital cysts; Cyst of eye socket	H05811;H05813;H05812;H05819
HPO_ICD:329	HP:0001149	Lattice corneal dystrophy	Biber haab dimmer dystrophy	H1854
HPO_ICD:330	HP:0001153	Septate vagina	Double vagina	Q5210
HPO_ICD:331	HP:0001155	Abnormality of the hand	Hand deformities; Abnormal hands; Hand anomalies; Abnormality of the hand	M21949
HPO_ICD:332	HP:0001156	Brachydactyly	Brachydactyly syndrome; Short fingers or toes	Q681
HPO_ICD:333	HP:0001159	Syndactyly	Webbed fingers or toes	Q709
HPO_ICD:334	HP:0001177;HP:0001161;HP:0100258	Preaxial polydactyly; Preaxial hand polydactyly; Hand polydactyly	Polydactyly, preaxial; Polydactyly of the hand; Extra thumb; Polydactyly affecting the thumb; Supernumerary finger; Supernumerary thumb; thumb polydactyly; Extra finger; Preaxial polydactyly of hands; Finger polydactyly	Q691;Q690
HPO_ICD:335	HP:0009465;HP:0001182;HP:0006156;HP:0009381	Ulnar deviation of thumb; Ulnar deviation of finger; Short finger; Tapered finger	Hypoplastic digits; Distally tapering fingers; Finger bends toward pinky; Tapered fingers; Curved thumb deviated towards palm; Ulnar Drift; Tapered fingertips; Tapered finger; Hypoplastic fingers; Short finger; Stubby finger; Stubby fingers; Ulnar deviation of the 1st finger; Tapering fingers; Hypoplastic/small fingers	M20099
HPO_ICD:336	HP:0001195	Single umbilical artery	Two vessel umbilical cord; 2 vessel cord; 2 vessel umbilical cord; Two vessel cord; Only one artery in umbilical cord instead of two	Q270
HPO_ICD:337	HP:0001239	Wrist flexion contracture	Wrist contracture; Wrist flexion deformity	M24539
HPO_ICD:338	HP:0001249	Intellectual disability	Intellectual disability; Poor school performance; Mental deficiency; Mental-retardation; Nonprogressive intellectual disability; Mental retardation; Low intelligence; Dull intelligence; Mental retardation, nonspecific; Nonprogressive mental retardation	F79
HPO_ICD:339	HP:0002197;HP:0010533;HP:0001250;HP:0010819	Seizures; Spasmus nutans; Generalized-onset seizure; Atonic seizures	Hypotonic seizures; Seizures; Generalized-onset seizures; Seizure; drop seizures; Epilepsy; Generalized seizures; astatic seizures; drop attacks; Sudden loss of muscle tone	G40909;G40409
HPO_ICD:340	HP:0012378;HP:0003388;HP:0011973;HP:0001254	Fatigue; Lethargy; Easy fatigability; Paroxysmal lethargy	Fatigue; Tired easily; Malaise; Tired; Tiredness; Lethargy	R5383
HPO_ICD:341	HP:0001256	Intellectual disability, mild	Mild and nonprogressive mental retardation; Mental retardation, mild; Intellectual disability, mild; Mild mental retardation; Mental retardation, borderline-mild	F70
HPO_ICD:342	HP:0001259	Coma	Coma	R402122;R402112;R402324;R402213;R402210;E035;R402121;R402312;R402124;R402223;R402214;R402343;R402111;R402320;R402311;R402340;R402212;R402123;R402222;R402310;R402220;R402342;R402221;R402110;R402344;R4020;R402211;R402321;R402114;R402322;R402323;R402224;R402313;R402113;R402341;R402314;R402120
HPO_ICD:343	HP:0002425;HP:0001260	Dysarthria; Anarthria	Dysarthric speech; Difficulty articulating speech; Loss of articulate speech	I69022;I69122;I69222;I69822;I69322;I69922;R471
HPO_ICD:344	HP:0001262;HP:0002329;HP:0002330	Drowsiness; Paroxysmal drowsiness; Excessive daytime somnolence	Drowsiness; Sleepy; More than typical sleepiness during day	R400
HPO_ICD:345	HP:0001263;HP:0002376	Global developmental delay; Developmental regression	Developmental delay, global; Mental and motor retardation; Retarded psychomotor development; Cognitive delay; Retarded development; Lack of psychomotor development; Retarded mental development; Mental deterioration in childhood; Psychomotor development failure; Developmental retardation; Delayed milestones; Delayed cognitive development; Motor and developmental delay; Neurodevelopmental regression; Developmental delay in early childhood; Psychomotor development deficiency; Psychomotor regression, progressive; Psychomotor developmental delay; Loss of developmental milestones; Psychomotor regression beginning in infancy; Delayed development; Psychomotor delay; Delayed developmental milestones; Psychomotor regression; Delayed intellectual development; Developmental delay; Psychomotor regression in infants; Delayed psychomotor development	F88
HPO_ICD:346	HP:0001264	Spastic diplegia		G801
HPO_ICD:347	HP:0001284;HP:0003438;HP:0006844;HP:0010875;HP:0030180;HP:0001347;HP:0001265;HP:0008000;HP:0031826	Absent Achilles reflex; Decreased corneal reflex; Hyperreflexia; Hyporeflexia; Chaddock reflex; Abnormal reflex; Areflexia; Absent patellar reflexes; Oppenheim reflex	Loss of deep tendon reflexes; Decreased blink reflex; Decreased reflexes; Absent tendon reflexes; Absent deep tendon reflexes; Decreased reflex response; Deep tendon reflexes absent; Oppenheim sign; Absent knee jerk reflex; Reduced corneal reflex; Increased reflexes; Increased deep tendon reflexes; Absent ankle reflexes; Absent reflexes	R292
HPO_ICD:348	HP:0001266;HP:0100248;HP:0002072	Hemiballismus; Choreoathetosis; Chorea	Choreiform movements; Choreoathetoid movements; Ballismus; Choreatic disease; Choreic movements	G255
HPO_ICD:349	HP:0001269;HP:0002301	Hemiplegia; Hemiparesis	Weakness of one side of body; Paralysis on one side of body	G8190
HPO_ICD:350	HP:0009830;HP:0000759;HP:0001271	Abnormal peripheral nervous system morphology; Peripheral neuropathy; Polyneuropathy	Peripheral nerve damage; Peripheral nervous system disease; Peripheral nerve disease; Abnormal peripheral nervous system morphology; Neuropathy; Peripheral neuritis	G629;A6922;G64
HPO_ICD:351	HP:0001338;HP:0006849;HP:0002079;HP:0001274	Hypodysplasia of the corpus callosum; Partial agenesis of the corpus callosum; Agenesis of corpus callosum; Hypoplasia of the corpus callosum	Thin corpus callosum; Partial or complete agenesis of corpus callosum; Corpus callosum hypoplasia; Partial or complete agenesis of the corpus callosum; Partial to complete agenesis of corpus callosum; Hypoplasia of corpus callosum; Corpus callosum agenesis; Partial-total agenesis of corpus callosum; Dysplastic or absent corpus callosum; Agenesis of the corpus callosum; Partial corpus callosum agenesis; Small corpus callosum; Callosal agenesis; Absence of corpus callosum; Thinning of the corpus callosum; Hypoplastic corpus callosum; Absent corpus callosum; Partial agenesis of corpus callosum; Corpus callosum agenesis, partial; Underdevelopment of part of brain called corpus callosum	Q040
HPO_ICD:352	HP:0009020;HP:0003752;HP:0003750;HP:0010547;HP:0010546;HP:0001276	Muscle fibrillation; Episodic flaccid weakness; Exercise-induced muscle fatigue; Increased muscle fatiguability; Hypertonia; Muscle flaccidity	Muscle hypertonia; Hypertonicity; Muscle fatigue; Spasticity and rigidity of muscles; Increased muscle tone; Twitching	M6289;R252
HPO_ICD:353	HP:0001278	Orthostatic hypotension	Postural hypotension; Decrease in blood pressure upon standing up	I951
HPO_ICD:354	HP:0001281	Tetany	Intermittent involuntary muscle spasm	R290
HPO_ICD:355	HP:0001287	Meningitis		G039
HPO_ICD:356	HP:0002064;HP:0002066;HP:0006962;HP:0040083;HP:0010521;HP:0003376;HP:0002362;HP:0030187;HP:0001288;HP:0002317;HP:0007311;HP:0009046;HP:0012407;HP:0002515	Scissor gait; Short stepped shuffling gait; Titubation; Toe walking; Gait ataxia; Spastic gait; Gait disturbance; Difficulty running; Gait instability, worse in the dark; Waddling gait; Shuffling gait; Unsteady gait; Gait apraxia; Steppage gait	Shuffled walk; Unstable walking, worse in the dark; Toe-walking; Scissors gait; Abnormal gait; Impaired gait; Spastic walk; Gait abnormalities; Ataxic gait; Toe walking; Gait instability; Difficulty running; Inability to coordinate movements when walking; Abnormal walk; Unsteady walk; Gait difficulties; Short stepped shuffling walk; 'Waddling' gait; Scissor gait; High stepping; 'steppage' gait; Scissor walk; Gait disturbances; Ataxia of gait; Waddling walk	R2681;R269;R2689;R261;R260
HPO_ICD:357	HP:0006846;HP:0031258;HP:0001289;HP:0006965	Confusion; Delirium; Acute necrotizing encephalopathy; Acute encephalopathy	Confusion; Easily confused; Mental disorientation; Disorientation	R410;F4489
HPO_ICD:358	HP:0002140;HP:0032325;HP:0001297	Ischemic stroke; Lacunar stroke; Stroke	Cerebrovascular accident; Cerebral vascular events; Cerebrovascular accidents; Stroke	I639
HPO_ICD:359	HP:0001298	Encephalopathy		G9340
HPO_ICD:360	HP:0001300;HP:0002548	Parkinsonism; Parkinsonism with favorable response to dopaminergic medication	Parkinsonian disease; Favorable response to levodopa	G20
HPO_ICD:361	HP:0030283;HP:0030769;HP:0002539;HP:0006927;HP:0002324;HP:0007268;HP:0001321;HP:0030048;HP:0001339;HP:0007227;HP:0001302	Lissencephaly; Cerebellar hypoplasia; Exencephaly; Hydranencephaly; Pachygyria; Macrogyria; Partial absence of the septum pellucidum; Colpocephaly; Unilateral polymicrogyria; Aprosencephaly; Cortical dysplasia	Hypoplastic cerebellum; Underdeveloped cerebellum; Neocortical dysplasia; Hydrancephaly; Cerebral pachygyria; Hypoplasia of cerebellum; Fewer and broader ridges in brain; Congenital cerebellar hypoplasia; Small cerebellum; Fewer or absent grooves in brain	Q043;Q048
HPO_ICD:362	HP:0001305	Dandy-Walker malformation	Dandy-Walker cyst; Dandy-walker anomaly	Q031
HPO_ICD:363	HP:0002380;HP:0001308	Fasciculations; Tongue fasciculations	Tongue fasciculation; Tongue fasciculations/fibrillations; Lingual fibrillations; Fasciculation; Lingual fasciculations; Twitching of the tongue; Muscle twitch; Lingual twitching; Tongue twitching; Muscle fasciculation	R253
HPO_ICD:364	HP:0001319;HP:0008935	Neonatal hypotonia; Generalized neonatal hypotonia	Congenital hypotonia; Hypotonia, in neonatal onset; Generalized low muscle tone in neonate; Hypotonia, neonatal; Low muscle tone, in neonatal onset; Hypotonia, neonatal, generalized	G709
HPO_ICD:365	HP:0003324;HP:0003484;HP:0030237;HP:0001324;HP:0003731;HP:0002460	Quadriceps muscle weakness; Generalized muscle weakness; Muscle weakness; Distal muscle weakness; Hand muscle weakness; Upper limb muscle weakness	Muscle weakness, distal; Distal paresis; Decreased arm strength; Muscle weakness, generalized; Distal limb muscle weakness; Muscle weakness, distal limbs, due to neuronopathy; Muscle weakness; Quadriceps weakness; Muscle weakness, diffuse; Muscular weakness; Hand muscle weakness; Distal limb muscle weakness due to peripheral neuropathy; Distal muscular weakness; Weak arm; Weakness of outermost muscles; Distal limb weakness; Generalized weakness; Weakness of distal muscles	M6281
HPO_ICD:366	HP:0001325	Hypoglycemic coma	Hypoglycaemic coma; Loss of consciousness due to hypoglycemia; Coma, hypoglycemic; Coma caused by low blood sugar	E15
HPO_ICD:367	HP:0001334	Communicating hydrocephalus		G910
HPO_ICD:368	HP:0002356;HP:0001335	Writer's cramp; Bimanual synkinesia	Mirror movements; Hand mirror movements; Writer's cramp; Mirror hand movements	G2589
HPO_ICD:369	HP:0001337	Tremor	Tremors; Tremor	R251
HPO_ICD:370	HP:0001342	Cerebral hemorrhage	Bleeding in brain; Hemorrhagic stroke; Intracerebral hemorrhage	I616;I613;I614;I618;I611;I615;I619;I610;I612
HPO_ICD:371	HP:0001343	Kernicterus		P579
HPO_ICD:372	HP:0007164;HP:0001350	Slowed slurred speech; Slurred speech	Slowed slurred speech; Slurred speech	R4781
HPO_ICD:373	HP:0001355;HP:0007206	Hemimegalencephaly; Megalencephaly	Macrencephaly; Enlarged brain	Q045
HPO_ICD:374	HP:0001357	Plagiocephaly	Flattening of cranium; Flat head syndrome; Flattening of skull; Rhomboid shaped skull; Flattening of head; Rhomboid shaped cranium; Positional plagiocephaly; Deformational plagiocephaly; Asymmetry of the posterior skull; Asymmetry of the posterior head; Asymmetry of the posterior cranium; Rhomboid shaped head; Flattening of cranial vault; Flat head	Q673
HPO_ICD:375	HP:0006870;HP:0001360;HP:0006988;HP:0002507	Lobar holoprosencephaly; Semilobar holoprosencephaly; Holoprosencephaly; Alobar holoprosencephaly	Single brain ventricle	Q042
HPO_ICD:376	HP:0001369;HP:0002758;HP:0003040;HP:0001367	Arthropathy; Abnormal joint morphology; Osteoarthritis; Arthritis	Degenerative joint disease; Abnormality of the joints; Disease of the joints; Joint disease; Arthritis; Anomaly of the joints; Abnormal shape of joints; Joint inflammation	M259;M1990;M129
HPO_ICD:377	HP:0001370	Rheumatoid arthritis	Rheumatoid arthritis; RA	M06859;M0609;M06059;M05759;M06352;M05811;M06269;M06242;M0579;M05712;M06862;M05439;M0688;M06819;M05812;M05441;M06031;M0580;M05461;M06012;M06279;M069;M0570;M0620;M05721;M05472;M05832;M05869;M06071;M05871;M0628;M05862;M06231;M06359;M05429;M05511;M06872;M06822;M06329;M06312;M06879;M06261;M05442;M05819;M06321;M05829;M06811;M06852;M0549;M05459;M06062;M06332;M06212;M0638;M05579;M05521;M05451;M06061;M06331;M05849;M05432;M05851;M05529;M06871;M05732;M06072;M0550;M06049;M06369;M06831;M05839;M0600;M06272;M05779;M05751;M06069;M05831;M05512;M06319;M06849;M05841;M06339;M05431;M05531;M06029;M05422;M06841;M05771;M06342;M05852;M05421;M06851;M05551;M06361;M05729;M05572;M06839;M05569;M06869;M05719;M0559;M05549;M05879;M06371;M05739;M06861;M05541;M06232;M05462;M05741;M06239;M05861;M05731;M05872;M06379;M05539;M06079;M05411;M05761;M0589;M05722;M06041;M05532;M06251;M05419;M06812;M05561;M06829;M05711;M06271;M06211;M05452;M06052;M06011;M06349;M06042;M06249;M06221;M05519;M0540;M05471;M05859;M06222;M06252;M06021;M05571;M0639;M05842;M06311;M05752;M06262;M05412;M06019;M05769;M06821;M0680;M0689;M05522;M06322;M06362;M05742;M06039;M06341;M06259;M05562;M05822;M05469;M06051;M05479;M06372;M06229;M05749;M059;M05552;M05821;M05762;M05772;M05449;M05559;M05542;M0629;M06351;M06022;M06219;M0608;M06241;M06842;M0630;M06832;M06032
HPO_ICD:378	HP:0001371;HP:0002828	Multiple joint contractures; Flexion contracture	Flexion contractures of joints; Flexed joint that cannot be straightened; Joint contractures; Contracture; Joint contracture; Contractures; Flexion contractures	M6240;M2450;M2120
HPO_ICD:379	HP:0001385;HP:0001374	Hip dysplasia; Congenital hip dislocation	Dislocated hip since birth; Congenital hip anomaly; Congenital dislocation of the hips; Congenital dislocation of the hip; Abnormal formation of the hip; Congenital hip dysplasia; Congenital hip dislocations	Q6589;Q652
HPO_ICD:380	HP:0001382	Joint hypermobility	Joint hyperextensibility; Hyperextensible joints; Flexible joints; Extensible joints; Increased mobility of joints; Double-Jointed	M2520
HPO_ICD:381	HP:0001386	Joint swelling	Joint swelling	M2540
HPO_ICD:382	HP:0001388	Joint laxity	Loosejointedness; Ligamentous laxity; Lax joints; Loose-jointedness; Joint instability; Hyperlaxity; Joint ligamentous laxity	M24232;M24252;M24273;M2428;M24222;M24211;M2420;M24229;M24241;M24276;M24212;M2480;M24271;M24275;M24242;M24239;M24251;M24272;M24274;M24249;M24221;M24219;M24231;M24259
HPO_ICD:383	HP:0001392	Abnormality of the liver	Liver disease; Abnormal liver; Liver abnormality; Abnormality of the liver	K769
HPO_ICD:384	HP:0001394	Cirrhosis	Liver cirrhosis; Scar tissue replaces healthy tissue in the liver; Hepatic cirrhosis	K7460
HPO_ICD:385	HP:0001395	Hepatic fibrosis		K740
HPO_ICD:386	HP:0001396;HP:0005230;HP:0012334	Cholestasis; Extrahepatic cholestasis; Biliary tract obstruction	Slowed or blocked flow of bile from liver	K831
HPO_ICD:387	HP:0001402	Hepatocellular carcinoma	Increased hepatocellular carcinoma risk; Increased incidence of hepatocellular carcinoma	C220;C228
HPO_ICD:388	HP:0001408;HP:0012441;HP:0100762	Hemobilia; Sphincter of Oddi dyskinesia; Bile duct proliferation	Proliferation of bile canaliculi; Sphincter of Oddi dysfunction; Haemobilia	K838
HPO_ICD:389	HP:0001409;HP:0004941	Portal hypertension; Extrahepatic portal hypertension		K766
HPO_ICD:390	HP:0011954;HP:0002910;HP:0001410	Nodular regenerative hyperplasia of liver; Elevated hepatic transaminase; Decreased liver function	Abnormal liver function tests; High liver enzymes; Increased liver function tests; Elevated liver function tests; Abnormal liver function; Subclinical abnormal liver function tests; Increased transaminases; Elevated serum transaminases; Noncirrhotic nodulation; Decreased liver function; Liver dysfunction; Nodular transformation of liver; Liver dysfunction, mild; Abnormal liver enzymes; Elevated liver enzymes; Elevated transaminases; Increased liver enzymes; Partial nodular transformation of liver	R945;K7689
HPO_ICD:391	HP:0001413;HP:0006577	Micronodular cirrhosis; Macronodular cirrhosis		K7469
HPO_ICD:392	HP:0001442;HP:0001428;HP:0001560;HP:0001980	Somatic mosaicism; Abnormality of the amniotic fluid; Megaloblastic bone marrow; Somatic mutation	Abnormal amniotic fluid	R898
HPO_ICD:393	HP:0001480	Freckling	Freckling	L812
HPO_ICD:394	HP:0200036;HP:0001482	Subcutaneous nodule; Skin nodule	Growth of abnormal tissue under the skin; Multiple, subcutaneous nodules; Firm lump under the skin; Nodule below the skin; Subcutaneous nodules; Growth of abnormal tissue on or under the skin	R229
HPO_ICD:395	HP:0001508	Failure to thrive	Postnatal failure to thrive; Undergrowth; Poor weight gain; Weight faltering; Faltering weight	R6251
HPO_ICD:396	HP:0001511	Intrauterine growth retardation	In utero growth retardation; Prenatal onset growth retardation; Intrauterine retardation; Intrauterine growth restriction; IUGR; Prenatal-onset growth retardation; Small for gestational age infant; Prenatal growth deficiency; Prenatal growth retardation; Intrauterine growth retardation, IUGR; Prenatal growth failure; Intrauterine growth failure	P059;P0510
HPO_ICD:397	HP:0001513	Obesity	Having too much body fat; Obesity	E669;E668;E6609;E661
HPO_ICD:398	HP:0001537	Umbilical hernia	Umbilical hernias	K429
HPO_ICD:399	HP:0001539	Omphalocele	Omphalocoele	Q792
HPO_ICD:400	HP:0001540	Diastasis recti	Gap between large left and right abdominal muscles	M6208
HPO_ICD:401	HP:0001543	Gastroschisis		Q793
HPO_ICD:402	HP:0001582	Redundant skin	Loose redundant skin; Sagging, redundant skin; Redundant skin folds	L574
HPO_ICD:403	HP:0001586	Vesicovaginal fistula		N820
HPO_ICD:404	HP:0009886;HP:0011359;HP:0001595;HP:0002299;HP:0004779	Brittle scalp hair; Abnormal hair morphology; Dry hair; Brittle hair; Trichorrhexis nodosa	Brittle scalp hair; Reduced tensile strength of hair; Dry hair; Brittle hair; Hair abnormality; Fractured hair; Abnormality of the hair; Easily breakable hair; Fragile hair; Abnormality of the hair shaft	L679;L670;L678
HPO_ICD:405	HP:0001006;HP:0001596;HP:0002293	Alopecia of scalp; Hypotrichosis; Alopecia	Hair loss; Hypotrichosis, infantile; Marked hypotrichosis; Baldness; Sparse hair since birth; Pathologic hair loss from scalp; Decreased hair growth on body; Absence of scalp hair; Missing scalp hair; Scalp hair loss; Congenital hypotrichosis	L659;L649
HPO_ICD:406	HP:0001597	Abnormality of the nail	Nail disease; Abnormality of the nail	L609
HPO_ICD:407	HP:0001602	Laryngeal stenosis		J386
HPO_ICD:408	HP:0001620;HP:0001612;HP:0001621;HP:0001604	Vocal cord paresis; Weak voice; High pitched voice; Weak cry	Hoarse voice due to vocal cord paresis; Soft voice; Hypophonia; Weak voice; Weakness of the vocal cords; High pitched voice; High-pitched voice; Vocal cord paresis in severe cases	R498
HPO_ICD:409	HP:0001605	Vocal cord paralysis	Laryngeal paralysis; Inability to move vocal cords	J3800
HPO_ICD:410	HP:0001609;HP:0001615;HP:0001618	Hoarse cry; Hoarse voice; Dysphonia	Hoarseness; Hoarse cry; Inability to produce voice sounds; Hoarse voice; Husky voice	R490
HPO_ICD:411	HP:0001611	Nasal speech	Nasal speech; Hypernasal speech; Nasal voice; Hypernasal voice	R4921
HPO_ICD:412	HP:0001626	Abnormality of the cardiovascular system	Abnormality of the cardiovascular system; Cardiovascular abnormality; Cardiac anomaly; Cardiovascular disease	R9430;I2510
HPO_ICD:413	HP:0001627	Abnormal heart morphology	Abnormally shaped heart; Cardiac anomalies; Abnormality of the heart; Congenital heart defect; Cardiac abnormality; Congenital heart defects; Abnormality of cardiac morphology	Q209;Q249
HPO_ICD:414	HP:0001684;HP:0001655;HP:0001631;HP:0011567	Patent foramen ovale; Sinus venosus atrial septal defect; Atrial septal defect; Secundum atrial septal defect	An opening in the wall separating the top two chambers of the heart; Atrial septal defect, ostium secundum type; Defect in the atrial septum; Atrial septum defect; Atria septal defect; ASD; Patent ostium secundum; Ostium secundum atrial septal defect; Hole in heart wall separating two upper heart chambers	Q211
HPO_ICD:415	HP:0001634	Mitral valve prolapse		I341
HPO_ICD:416	HP:0001635	Congestive heart failure	CHF; Heart failure; Cardiac failures; Chronic heart failure; Cardiac insufficiency; Cardiac failure	I5021;I5020;I5031;I5032;I5033;I509;I5030;I5043;I5022;I5040;I5042;I5023;I5041
HPO_ICD:417	HP:0001638	Cardiomyopathy	Disease of the heart muscle	I429;I515
